OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
5147,1440077,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6E,0877,1582449840000
5148,1440078,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0701,1582476120000
5149,1440081,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0774,1582441200000
5150,1440083,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,1,1A,0302,1582451220000
5151,1440085,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0564,1582446180000
5152,1440086,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0626,1582441320000
5153,1440088,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0747,1582457820000
5154,1440089,5299,115,WEAPON OFFENSE,20150(A) ALTER IMITATION GUN,3,3B,0738,1582445820000
5155,1440094,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0406,1582419600000
5156,1440095,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,3,3A,0715,1582500720000
5157,1440097,5212,71,WEAPON OFFENSE,25850(C)(2) LOADED GUN STOLEN,6,6A,1015,1582440720000
5158,1440098,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,3,3A,0715,1582441500000
5159,1440101,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1621,1582428540000
5160,1440102,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0563,1581937980000
5161,1440106,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0718,1582416000000
5162,1440107,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1B,0353,1582416000000
5163,1440109,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5C,1661,1582476060000
5164,1440111,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0442,1582390800000
5165,1440113,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1522,1582511400000
5166,1440115,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4B,0969,1582301460000
5167,1440116,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0344,1582472100000
5168,1440117,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5B,1604,1582466520000
5169,1440118,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,UI,UI,UI,1582230600000
5170,1440120,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4B,1354,1582482480000
5171,1440121,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,6,6D,0851,1582401600000
5172,1440123,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,0742,1582368600000
5173,1440124,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1639,1582297260000
5174,1440127,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6B,1018,1582497000000
5175,1440128,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0745,1582218360000
5176,1440131,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1631,1582489380000
5177,1440132,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,0732,1582215720000
5178,1440133,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,3,3M,0742,1582490160000
5179,1440134,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,5,5C,1639,1582442820000
5180,1440135,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,6,6D,0801,1582335900000
5181,1440136,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,4,4A,0908,1582507200000
5182,1440137,2205,4,BURGLARY,459.5 BURGLARY SHOPLIFT > $950,2,2C,0616,1582494300000
5183,1440140,5707,0,PRIVACY,602 PC TRESPASS,5,5A,1522,1582507200000
5184,1440145,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0781,1582444800000
5185,1440147,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1272,1582068600000
5186,1440148,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,1582435800000
5187,1440149,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0718,1582416000000
5188,1440151,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,2,2B,0553,1582500720000
5189,1440152,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,1582405800000
5190,1440153,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1277,1582381860000
5191,1440154,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1634,1582332300000
5192,1440156,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1448,1581863400000
5193,1440157,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1292,1582198740000
5194,1440159,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3A,0785,1582293600000
5195,1440160,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1065,1582272000000
5196,1440161,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1086,1582264800000
5197,1440162,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,2,2B,0525,1582250400000
5198,1440166,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2A,0501,1582157580000
5199,1440167,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1114,1582306500000
5200,1440168,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0626,1582259400000
5201,1440169,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,5,5C,1644,1581043440000
5202,1440170,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,4,4B,1354,1582437480000
5203,1440171,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,5,5C,1637,1582513860000
5204,1440172,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1369,1582518240000
5205,1440173,5311,53,PUBLIC PEACE,647(F) DIP/REPEAT OFF 647D(B),3,3M,0734,1582509060000
5206,1440177,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1282,1582486200000
5207,1440178,2299,09,BURGLARY,459 PC BURG UNSPECIFIED-FEL,3,3B,0748,1582519200000
5208,1440179,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5B,1604,1582520580000
5209,1440180,2299,09,BURGLARY,459 PC BURG UNSPECIFIED-FEL,3,3B,0748,1582519200000
5210,1440183,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0517,1581900060000
5211,1440185,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1331,1582457160000
5212,1440186,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3B,0746,1582532880000
5213,1440188,3599,60,NARCOTICS,11350(A) POSS CONT SUB/SUPER X,2,2A,0231,1582510980000
5214,1440192,5707,0,PRIVACY,602 PC TRESPASS,6,6D,0841,1582524480000
5215,1440195,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1503,1582443720000
5216,1440196,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2C,0567,1582358340000
5217,1440197,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,0969,1581885600000
5218,1440198,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,0877,1580933700000
5219,1440199,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1121,1579286640000
5220,1440200,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0605,1578775860000
5221,1440201,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1278,1579878180000
5222,1440202,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3B,0766,1580140020000
5223,1440203,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1B,0443,1580247120000
5224,1440204,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0877,1582500600000
5225,1440205,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0525,1582536600000
5226,1440206,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0707,1580630580000
5227,1440207,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1427,1580676420000
5228,1440208,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3B,0787,1582402740000
5229,1440209,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3B,0727,1582508160000
5230,1440210,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0841,1581722100000
5231,1440211,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1421,1581739800000
5232,1440212,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1604,1582338600000
5233,1440213,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0748,1581750540000
5234,1440214,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1391,1581884880000
5235,1440215,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1225,1582425000000
5236,1440216,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1602,1582313280000
5237,1440219,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0785,1582318980000
5238,1440220,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1653,1582520400000
5239,1440222,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1443,1582398000000
5240,1440224,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0898,1582529400000
5241,1440225,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0449,1582416000000
5242,1440226,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1445,1582441200000
5243,1440227,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4A,0905,1582326120000
5244,1440228,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0745,1581991200000
5245,1440229,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0611,1581350400000
5246,1440230,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4B,0998,1581379200000
5247,1440231,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1621,1582402500000
5248,1440233,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6B,1007,1582562160000
5249,1440234,2602,0,FRAUD,FRAUD-SWINDLE,4,4B,1343,1580328000000
5250,1440235,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,5,5C,1642,1582480320000
5251,1440236,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1653,1582423200000
5252,1440238,2604,0,FRAUD,529 PC FALSE PERSONATION,5,5C,1634,1581382800000
5253,1440239,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1602,1582387200000
5254,1440241,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0546,1582167600000
5255,1440245,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,1582338600000
5256,1440246,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,3,3B,0768,1582557240000
5257,1440250,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0411,1582541160000
5258,1440251,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0411,1582541160000
5259,1440252,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1653,1582539060000
5260,1440257,2602,0,FRAUD,FRAUD-SWINDLE,5,5C,1654,1582066800000
5261,1440260,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0927,1582453860000
5262,1440261,2399,3,THEFT,485 PC PETTY THFT LOST PROP-M,1,1B,0440,1582539120000
5263,1440266,5707,0,PRIVACY,602 PC TRESPASS,1,1C,0407,1582470060000
5264,1440270,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1145,1582529520000
5265,1440272,5404,01,TRAFFIC,23152(B) DUI BAC >.08,6,6B,1421,1582523160000
5266,1440275,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4C,1265,1582396200000
5267,1440276,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,2,2C,0602,1581818400000
5268,1440280,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,1,1B,0410,1582578000000
5269,1440281,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1443,1581438600000
5270,1440282,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0785,1581459540000
5271,1440286,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0947,1582134000000
5272,1440287,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1363,1582298100000
5273,1440288,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1603,1582331160000
5274,1440289,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3M,0735,1577865600000
5275,1440290,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1421,1582520400000
5276,1440291,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6D,0841,1582578660000
5277,1440292,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,1132,1581823020000
5278,1440293,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0908,1582152360000
5279,1440294,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,5,5A,1504,1581830280000
5280,1440295,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1642,1582589700000
5281,1440296,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0736,1582511460000
5282,1440298,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0506,1581104580000
5283,1440299,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0508,1581910860000
5284,1440300,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0419,1581982440000
5285,1440301,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0404,1582326960000
5286,1440302,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,1061,1581125580000
5287,1440303,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0557,1582458840000
5288,1440304,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0102,1580636220000
5289,1440305,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0442,1581711600000
5290,1440306,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0545,1581719460000
5291,1440307,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0905,1582080540000
5292,1440312,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,0406,1582511700000
5293,1440314,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1421,1582524360000
5294,1440315,3599,50,NARCOTICS,4573.5 BRING DRUGS INTO JAIL,6,6C,1403,1582534800000
5295,1440316,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4C,1311,1582462800000
5296,1440317,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1064,1582562520000
5297,1440318,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,4,4B,1356,1582576860000
5298,1440320,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0542,1582239660000
5299,1440321,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1087,1581155400000
5300,1440322,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0422,1582552800000
5301,1440323,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1113,1582419600000
5302,1440325,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,3,3B,0746,1582522200000
5303,1440330,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0531,1582620600000
5304,1440334,5707,0,PRIVACY,602 PC TRESPASS,5,5C,1624,1582617780000
5305,1440343,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,6,6B,1412,1582612920000
5306,1440346,5299,128,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-M,UI,UI,UI,1582536540000
5307,1440348,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1064,1582556280000
5308,1440352,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,0537,1582556940000
5309,1440360,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0764,1582606800000
5310,1440362,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6A,1034,1582597380000
5311,1440364,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,2,2C,0602,1582573380000
5312,1440365,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,1084,1582591980000
5313,1440366,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,1208,1580428320000
5314,1440368,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,6,6E,1101,1582584600000
5315,1440369,2299,09,BURGLARY,459 PC BURG UNSPECIFIED-FEL,3,3A,0707,1582477200000
5316,1440370,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1394,1582410600000
5317,1440371,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,3,3A,0703,1582565820000
5318,1440372,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0544,1582498800000
5319,1440373,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0412,1582562940000
5320,1440374,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5C,1624,1582585800000
5321,1440375,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,5,5B,1359,1582548600000
5322,1440376,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0702,1580442720000
5323,1440377,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0503,1582587960000
5324,1440379,3563,0,NARCOTICS,11358 HS CULTIVATE MARIJUANA,4,4C,1293,1582229700000
5325,1440382,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0746,1582601520000
5326,1440383,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1086,1582637520000
5327,1440384,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0206,1581931800000
5328,1440385,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,1582274400000
5329,1440386,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0726,1582248960000
5330,1440387,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0336,1582200900000
5331,1440389,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0774,1582275600000
5332,1440390,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1512,1582282800000
5333,1440392,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,0977,1582342800000
5334,1440393,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0444,1582525800000
5335,1440394,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0748,1582352400000
5336,1440395,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1004,1581336000000
5337,1440396,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0442,1582444800000
5338,1440397,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1147,1582290000000
5339,1440398,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0103,1582099200000
5340,1440399,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0103,1582099200000
5341,1440400,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0103,1582099200000
5342,1440401,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0507,1580407860000
5343,1440403,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,5,5A,1511,1582560000000
5344,1440408,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0568,1580458320000
5345,1440413,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,0847,1580462520000
5346,1440417,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0605,1582546560000
5347,1440418,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0701,1582603200000
5348,1440419,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6B,1088,1582597680000
5349,1440420,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0564,1582613160000
5350,1440422,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,4,4B,0969,1581653940000
5351,1440425,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,0905,1580478240000
5352,1440426,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,6,6D,0821,1582615320000
5353,1440427,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0429,1580481240000
5354,1440429,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0787,1580511060000
5355,1440431,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1602,1580508000000
5356,1440432,2602,0,FRAUD,FRAUD-SWINDLE,6,6A,1031,1582228800000
5357,1440440,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0106,1582590600000
5358,1440441,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0926,1582014600000
5359,1440442,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0735,1582321800000
5360,1440443,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0614,1582300200000
5361,1440444,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,1356,1580945400000
5362,1440445,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0409,1580955000000
5363,1440446,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0856,1582068300000
5364,1440448,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1443,1582596000000
5365,1440450,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,1,1C,0436,1582574340000
5366,1440454,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1606,1582345800000
5367,1440461,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0784,1582302600000
5368,1440462,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1369,1582506000000
5369,1440464,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4B,1346,1582490760000
5370,1440465,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1018,1582551000000
5371,1440466,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0233,1580497260000
5372,1440469,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,5,5C,1642,1582532700000
5373,1440470,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,1356,1582047000000
5374,1440471,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0628,1581996600000
5375,1440472,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0701,1582572600000
5376,1440473,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0727,1582466400000
5377,1440474,5499,113,TRAFFIC,4463(A)(1) VC ALTER REG-FEL,1,1A,0123,1582618560000
5378,1440475,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0303,1582189200000
5379,1440476,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1503,1580517540000
5380,1440478,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0735,1582618140000
5381,1440480,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,5,5B,1359,1582607880000
5382,1440481,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0221,1580518920000
5383,1440488,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1441,1582592400000
5384,1440489,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4B,0969,1582242360000
5385,1440495,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1359,1580518080000
5386,1440498,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0564,1580488080000
5387,1440500,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2C,0604,1582642500000
5388,1440501,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0564,1580491920000
5389,1440503,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2C,0620,1580495400000
5390,1440504,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1022,1582558560000
5391,1440513,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0773,1581447780000
5392,1440516,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1B,0475,1582584420000
5393,1440517,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,0766,1582418580000
5394,1440518,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0338,1581787440000
5395,1440521,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0747,1580857140000
5396,1440522,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,6,6C,1404,1582532760000
5397,1440523,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1064,1582581600000
5398,1440525,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1031,1581795000000
5399,1440526,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,0927,1581964200000
5400,1440527,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1064,1582581900000
5401,1440528,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0602,1582656180000
5402,1440529,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,6,6A,1041,1578877200000
5403,1440530,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0831,1580702520000
5404,1440531,3599,36,NARCOTICS,11364.1(A) POSS UNLAWFUL PARAP,4,4B,0969,1582654200000
5405,1440534,4902,1,FUGITIVE,1551(A) FUGITIVE FROM JUSTICE,UI,UI,UI,1582663740000
5406,1440535,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0612,1582647600000
5407,1440536,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,5,5B,1369,1582648500000
5408,1440538,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1295,1582613820000
5409,1440539,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0765,1582507620000
5410,1440540,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1064,1582581300000
